Global
40.11023341	-82.99264011
40.11022690	-82.99263200
40.11022036	-82.99262393
40.11021384	-82.99261584
40.11020726	-82.99260783
40.11020070	-82.99259980
40.11019416	-82.99259173
40.11018764	-82.99258364
40.11018105	-82.99257565
40.11017450	-82.99256760
40.11016792	-82.99255959
40.11016135	-82.99255157
40.11015477	-82.99254357
40.11014813	-82.99253563
40.11014152	-82.99252767
40.11013492	-82.99251968
40.11012827	-82.99251177
40.11012172	-82.99250372
40.11011512	-82.99249575
40.11010850	-82.99248780
40.11010191	-82.99247981
40.11009531	-82.99247181
40.11008872	-82.99246383
40.11008209	-82.99245589
40.11007546	-82.99244796
40.11006884	-82.99244000
40.11006223	-82.99243204
40.11005556	-82.99242416
40.11004889	-82.99241626
40.11004225	-82.99240835
40.11003561	-82.99240041
40.11002895	-82.99239252
40.11002231	-82.99238461
40.11001566	-82.99237669
40.11000898	-82.99236882
40.11000232	-82.99236092
40.10999569	-82.99235299
40.10998906	-82.99234506
40.10998238	-82.99233718
40.10997575	-82.99232925
40.10996907	-82.99232137
40.10996236	-82.99231356
40.10995549	-82.99230598
40.10994836	-82.99229881
40.10994089	-82.99229225
40.10993300	-82.99228660
40.10992467	-82.99228214
40.10991597	-82.99227910
40.10990706	-82.99227740
40.10989806	-82.99227720
40.10988910	-82.99227840
40.10988031	-82.99228099
40.10987181	-82.99228485
40.10986374	-82.99229006
40.10985616	-82.99229639
40.10984889	-82.99230332
40.10984197	-82.99231082
40.10983530	-82.99231870
40.10982894	-82.99232701
40.10982262	-82.99233536
40.10981629	-82.99234371
40.10981004	-82.99235216
40.10980380	-82.99236060
40.10979756	-82.99236907
40.10979139	-82.99237761
40.10978522	-82.99238616
40.10977903	-82.99239467
40.10977291	-82.99240329
40.10976685	-82.99241195
40.10976071	-82.99242054
40.10975458	-82.99242913
40.10974846	-82.99243774
40.10974240	-82.99244641
40.10973630	-82.99245504
40.10973021	-82.99246369
40.10972414	-82.99247234
40.10971803	-82.99248096
40.10971197	-82.99248963
40.10970590	-82.99249830
40.10969984	-82.99250699
40.10969379	-82.99251567
40.10968775	-82.99252437
40.10968168	-82.99253304
40.10967560	-82.99254170
40.10966961	-82.99255044
40.10966356	-82.99255914
40.10965749	-82.99256781
40.10965147	-82.99257653
40.10964540	-82.99258519
40.10963938	-82.99259392
40.10963336	-82.99260264
40.10962726	-82.99261127
40.10962118	-82.99261992
40.10961511	-82.99262858
40.10960909	-82.99263731
40.10960300	-82.99264595
